Unnamed: 0,treat,age,educ,black,hispan,married,nodegree,re74,re75,re78,propensity_score
345,0,25,14,0,1,1,0,1622.273,2239.694,1892.968,0.021065008
341,0,20,13,0,0,0,0,0.0,2352.484,0.0,0.0019233779
531,0,55,3,0,0,0,1,1208.868,0.0,0.0,0.00090159965
199,0,29,12,0,0,1,0,14768.95,11146.55,6420.722,0.04781821
74,1,25,12,1,0,0,0,0.0,0.0,11965.81,0.90390676
148,1,27,11,1,0,0,1,2206.94,2666.274000000001,0.0,0.9920204
330,0,18,12,0,0,0,0,881.6701,2696.226,12120.31,0.0031850308
498,0,34,12,0,0,0,0,8125.0790000000015,0.0,6032.08,3.2865653000000004e-05
195,0,39,10,0,0,1,1,16767.41,12022.02,4433.18,0.02985976
24,1,24,11,1,0,0,1,0.0,0.0,1991.4,0.9829556
441,0,17,8,1,0,0,1,0.0,451.1613,0.0,0.0025412345
210,0,40,11,0,0,1,1,20666.35,8502.242,25564.67,0.00188445
298,0,24,15,0,0,0,0,12746.99,3743.565,0.0,0.00026251223999999997
136,1,31,9,1,0,0,1,0.0,1698.6070000000002,10363.27,0.9498110000000001
62,1,29,8,1,0,0,1,0.0,0.0,1923.938,0.98204184
368,0,17,10,0,0,0,1,568.1874,1525.355,6231.573,3.418389e-05
383,0,21,14,0,0,0,0,8456.196,1330.21,16967.26,0.00045874124000000005
550,0,16,8,0,0,0,1,0.0,0.0,2559.422,0.007836613000000001
431,0,41,7,0,0,1,1,19573.08,565.7419,0.0,0.008129333
255,0,28,10,0,0,1,1,10415.46,5544.629,10289.41,0.0011435291
565,0,34,12,1,0,1,0,0.0,0.0,18716.88,0.00044591754
445,0,24,12,1,0,1,0,4232.016,320.4677,1273.8,0.066548005
135,1,24,11,1,0,1,1,824.3886,1666.1129999999996,4032.708,0.8057723000000001
390,0,16,10,0,0,0,1,1026.656,1224.581,6847.785,0.005749066
461,0,18,10,0,0,1,1,0.0,211.2581,14053.18,0.08610499
334,0,51,12,0,0,0,0,20742.76,2538.677,1019.631,0.00022551027
442,0,21,8,0,0,1,1,5699.507,388.5,8844.194,0.0035464696
612,0,21,18,0,0,0,0,0.0,0.0,0.0,0.0012781505
118,1,20,12,1,0,0,0,0.0,377.5686,1652.6370000000004,0.67011625
227,0,25,5,0,0,1,1,7891.927,7293.774,14617.67,0.06989903
575,0,48,13,0,0,1,0,0.0,0.0,0.0,0.0024512818
326,0,42,6,0,1,1,1,2425.572,2832.29,1907.745,0.0034007209999999998
423,0,52,8,1,0,1,1,5454.599,666.0,0.0,0.25877202
53,1,18,11,1,0,0,1,0.0,0.0,0.0,0.6195118000000001
526,0,20,9,0,1,0,1,1500.7979999999998,0.0,12618.31,0.00033231742999999996
244,0,36,12,1,0,1,0,11040.47,6221.371,7215.739,0.14689662
606,0,55,8,0,0,1,1,0.0,0.0,0.0,0.062042877
362,0,19,11,0,0,0,1,0.0,1693.645,9853.481,0.90088475
440,0,23,11,0,1,1,1,8946.011999999999,469.0645,4776.012,0.025757508
59,1,42,14,1,0,1,0,0.0,0.0,13167.52,0.91473097
384,0,29,10,0,1,0,1,3732.403,1323.0479999999998,6694.101,0.0066342554000000005
206,0,27,10,0,1,1,1,15711.36,9098.419,17023.41,0.0053774375
335,0,22,11,0,1,0,1,7341.373,2535.097,14187.65,0.0020541013
213,0,39,6,0,1,1,1,13279.91,8441.371,25048.94,0.0007492522
391,0,18,12,0,0,0,0,818.9735,1208.468,2232.845,0.0020400651000000002
381,0,18,11,1,0,0,1,0.0,1367.806,33.98771,0.005558120600000001
413,0,17,5,1,0,0,1,96.00407,868.3065,0.0,0.14864539
552,0,18,10,1,0,0,1,0.0,0.0,2281.61,0.006578565600000001
585,0,37,8,1,0,0,1,0.0,0.0,648.722,0.00047986934
207,0,27,6,0,1,1,1,7831.189,9071.565,5661.1709999999985,0.00021369877999999996
179,1,22,12,0,0,0,0,6759.9940000000015,8455.504,12590.71,0.9919245999999999
524,0,26,9,0,1,0,1,1563.495,0.0,2862.356,0.0016331467
475,0,18,11,0,0,0,1,1481.206,57.29032,1421.573,0.003157
189,0,42,11,0,0,1,1,21787.05,14265.29,15491.01,0.0013626555
279,0,47,10,1,0,1,1,13311.26,4397.032,19330.14,0.0052763238
211,0,27,7,0,0,1,1,3064.293,8461.065,11149.45,0.0008934418
224,0,49,8,0,0,1,1,6459.703,7431.629,7503.896,0.041630764
465,0,16,10,0,0,0,1,0.0,189.7742,2136.793,0.0006053235
239,0,39,10,0,0,1,1,22745.13,6493.5,25564.67,0.14676909
107,1,27,13,1,0,0,0,0.0,0.0,34099.28,0.5552286999999999
529,0,39,12,0,0,1,0,1289.198,0.0,1202.869,0.001200731
579,0,34,8,0,0,1,1,0.0,0.0,2664.341,0.008500556999999999
26,1,29,11,1,0,1,1,0.0,0.0,9642.999,0.97141147
46,1,25,11,1,0,1,1,0.0,0.0,0.0,0.918064
597,0,53,12,1,0,0,0,0.0,0.0,0.0,0.0005635332
518,0,19,6,1,0,0,1,1955.348,0.0,14998.92,0.64904374
499,0,22,11,0,0,0,1,8013.401,0.0,5748.356,0.002046726
333,0,24,10,0,0,1,1,4719.874,2565.532,2173.736,0.0068393713
403,0,17,9,1,0,0,1,0.0,981.0968,8900.347,0.0032264153000000004
546,0,37,12,0,0,0,0,48.98167,0.0,877.7696,0.04262759
435,0,32,13,0,0,1,0,12553.02,524.5645,15353.58,0.0016404821
394,0,16,10,0,0,0,1,574.0652,1181.613,5578.4180000000015,0.02397878
468,0,23,8,0,0,1,1,33.30754,166.5,0.0,3.418389e-05
406,0,19,12,0,0,0,0,815.055,964.9839,12059.73,0.0052145696
557,0,20,9,1,0,0,1,0.0,0.0,6083.8,0.5069385999999999
67,1,27,11,1,0,0,1,0.0,0.0,0.0,0.9871401
464,0,26,7,0,0,1,1,1538.024,189.7742,650.1997,0.03794597
563,0,30,10,0,0,1,1,0.0,0.0,3151.991,0.0277752
218,0,27,12,0,0,1,0,12270.89,7709.129,7806.8290000000015,0.00393366
595,0,42,16,0,0,0,0,0.0,0.0,23764.8,0.017472183
467,0,17,10,0,0,0,1,0.0,171.87099999999995,1483.6370000000004,0.00020256607
349,0,17,7,0,1,0,1,0.0,2082.145,6460.621,0.37913832
502,0,24,10,0,0,1,1,5523.173000000002,0.0,5040.525,0.00025181047
586,0,17,10,1,0,0,1,0.0,0.0,1053.619,0.00836185
58,1,41,4,1,0,1,1,0.0,0.0,7284.986,0.9958520000000001
193,0,20,12,1,0,0,0,7392.314,12396.19,17765.23,0.017296083
479,0,20,11,0,0,1,1,4478.884,39.3871,6280.338000000002,0.006354475
408,0,50,7,0,0,1,1,11473.47,956.0323,0.0,0.0038715512
176,1,28,11,1,0,0,1,1929.029,6871.856,0.0,0.9961785
286,0,50,0,0,0,1,1,10162.72,4218.0,220.1813,0.00027391827
318,0,51,12,0,0,1,0,21001.38,3140.226,16015.6,0.00011726525
92,1,17,10,1,0,0,1,0.0,0.0,0.0,0.64904374
366,0,24,12,0,0,1,0,7643.1,1546.839,3262.82,0.7169047
323,0,39,10,0,0,1,1,0.0,2886.0,18761.22,0.00070295745
537,0,24,12,1,0,0,0,566.2281,0.0,2284.565,0.004196866
580,0,53,12,0,0,0,0,0.0,0.0,0.0,0.020798623999999998
506,0,35,11,0,0,1,1,3975.352,0.0,21963.45,0.0018969218
360,0,20,8,0,0,1,1,2360.916,1741.984,0.0,1.6667498e-05
20,1,26,12,1,0,0,0,0.0,0.0,10747.35,0.9871401
243,0,31,12,0,0,1,0,23652.27,6228.531999999998,22403.81,0.0010438711999999999
449,0,17,8,0,1,0,1,391.8534,300.7742,18891.26,0.025411516000000002
387,0,20,9,0,1,1,1,0.0,1283.661,0.0,0.00030441792000000003
495,0,23,11,0,0,1,1,8910.745,0.0,4183.444,0.009151375
573,0,19,11,1,0,0,1,0.0,0.0,16485.52,0.0037870456
508,0,29,10,0,0,0,1,3751.996,0.0,251.2135,0.0009949977
430,0,21,13,0,0,0,0,513.3279,578.2742,0.0,0.0002807683
450,0,19,8,0,1,0,1,368.3422,300.7742,18510.0,0.00061321585
215,0,29,12,0,0,1,0,11199.17,8081.516,0.0,0.0008683594
64,1,27,11,1,0,0,1,0.0,0.0,549.2984,0.99695265
533,0,19,12,0,1,0,0,1058.004,0.0,8923.991,0.068177685
182,1,25,14,1,0,1,0,35040.07,11536.57,36646.95,0.9857539000000001
509,0,24,9,0,0,1,1,3438.513,0.0,818.6605,0.0005502145
36,1,42,14,1,0,0,0,0.0,0.0,20505.93,0.6195118000000001
409,0,39,11,0,0,0,1,0.0,930.9677,0.0,0.18802609
516,0,24,12,1,0,1,0,2355.039,0.0,2448.593,0.0012952313
404,0,16,7,0,0,0,1,0.0,975.7258,4728.725,0.6195118000000001
608,0,27,10,1,0,0,1,0.0,0.0,7543.794,0.006256153
490,0,27,9,0,1,1,1,12829.28,0.0,0.0,0.0037599406
512,0,21,13,0,1,0,0,3015.312,0.0,17627.8,0.0073035457
126,1,27,9,1,0,1,1,0.0,934.4454,1773.4229999999998,0.67011625
281,0,47,10,1,0,0,1,21918.32,4323.629,19438.02,0.21367207
114,1,18,11,1,0,0,1,858.2543,214.5636,929.8839,0.80784565
220,0,26,12,0,0,1,0,2345.242,7565.903,2838.713,0.00485082
398,0,16,8,0,0,0,1,0.0,1113.581,542.3257,0.00021659793999999997
197,0,31,14,0,0,1,0,17831.29,11563.69,22094.97,0.0024914523
123,1,19,9,1,0,0,1,0.0,798.9079,17685.18,0.6577111
436,0,16,9,0,0,0,1,0.0,485.1774,4112.513,0.00031680787999999996
352,0,22,11,0,0,1,1,3030.986,1976.516,0.0,0.026372543
343,0,18,10,1,0,0,1,311.5234,2284.452,8154.095,0.0010345614
525,0,23,12,0,0,0,0,1504.717,0.0,0.0,0.0013614182000000002
258,0,27,12,0,1,1,0,17604.01,5222.371,25564.67,0.01832398
485,0,22,8,1,0,1,1,16961.37,0.0,959.0445,0.0009348712599999999
471,0,49,8,0,0,1,1,14684.7,136.0645,14963.46,0.0026991565
282,0,24,12,1,0,1,0,8573.752,4293.194,0.0,0.0082955165
267,0,25,12,0,1,1,0,8746.167,4762.258,379.7757,0.0014358446
438,0,21,9,1,0,0,1,1030.5739999999996,470.8548,1223.558,0.017296083
411,0,39,10,1,0,0,1,844.444,889.7903,701.9201,8.807771000000001e-05
505,0,23,8,0,0,1,1,4610.155,0.0,0.0,0.0068393713
452,0,21,14,0,0,0,0,107.7597,293.6129,7698.955,0.009297825
55,1,30,11,1,0,1,1,0.0,0.0,590.7818,0.92731905
428,0,21,14,0,0,0,0,9708.167,594.3871,2256.488,0.07664309400000001
97,1,18,9,1,0,0,1,0.0,0.0,4482.845,0.9871401
589,0,55,7,0,0,0,1,0.0,0.0,0.0,0.0004344387
315,0,50,12,0,0,1,0,19929.66,3190.355,18597.19,0.006231495
293,0,44,13,0,0,1,0,8032.9940000000015,3881.419,3104.704,0.0009341753999999999
175,1,26,10,1,0,0,1,25929.68,6788.958000000001,672.8773,0.97671336
122,1,18,10,1,0,0,1,0.0,798.9079,9737.154,0.9639646999999999
308,0,25,12,0,0,1,0,21469.65,3405.1940000000004,7981.201,0.018672682
171,1,17,10,1,0,0,1,1291.468,5793.852,5522.788000000001,0.42196190000000006
462,0,19,10,1,0,0,1,1056.045,205.8871,0.0,0.041253567000000005
414,0,19,12,0,0,0,0,2425.572,861.1452,2587.499,0.10763299999999999
192,0,32,12,0,0,1,0,19067.58,12625.35,14146.28,0.40398288
204,0,40,13,0,0,1,0,3577.621,10301.52,11911.95,0.0007448227
302,0,23,12,0,0,1,0,14347.71,3482.177,3818.445,0.00026162297999999997
342,0,17,7,1,0,0,1,1054.086,2286.242,1613.677,0.011549588999999999
367,0,18,11,0,0,0,1,1273.523,1532.516,12489.75,0.00046438497
319,0,19,11,1,0,0,1,5607.422,3054.29,94.5745,0.067062
599,0,17,6,0,0,0,1,0.0,0.0,0.0,0.016424572
574,0,18,11,1,0,0,1,0.0,0.0,7146.286,0.00883545
530,0,17,9,1,0,0,1,1222.582,0.0,422.6298,0.5552286999999999
235,0,20,12,0,0,1,0,3558.0290000000005,6797.855,6680.802,0.88819814
198,0,34,8,0,0,1,1,8038.8719999999985,11404.35,5486.799,0.004442766
547,0,26,12,0,1,1,0,47.0224,0.0,0.0,0.00041200199999999996
389,0,45,12,0,0,1,0,16559.72,1265.758,7987.111999999999,0.020617912
364,0,18,11,1,0,0,1,2068.986,1623.823,20243.38,0.0041240547
459,0,18,11,0,0,0,1,131.2709,218.4194,7503.896,0.20744501
511,0,45,8,1,0,0,1,3299.405,0.0,31.03226,0.06707629
201,0,42,0,0,1,1,1,2797.833,10929.92,9922.934,0.07070917
598,0,17,10,0,0,1,1,0.0,0.0,3859.822,0.0011821402
187,0,26,12,0,0,1,0,25862.32,17806.55,25564.67,0.0011217153999999998
422,0,19,9,0,0,0,1,773.9104,676.7419,5647.871,0.00019213533999999999
541,0,36,1,1,0,0,1,348.7495,0.0,0.0,0.00079422956
457,0,46,7,0,0,0,1,1081.515,245.2742,0.0,0.00017072620999999998
571,0,20,12,1,0,0,0,0.0,0.0,11594.24,0.001757935
607,0,16,9,0,0,0,1,0.0,0.0,5551.819,0.0012760698
209,0,47,8,1,0,1,1,9275.169,8543.419,0.0,0.0016738639000000001
402,0,32,16,1,0,0,0,17135.75,1031.226,0.0,0.009830274
478,0,31,12,1,0,1,0,0.0,42.96774,11023.84,0.004533753
254,0,30,17,1,0,0,0,17827.37,5546.419,14421.13,0.0008962520500000001
214,0,21,9,0,0,1,1,11156.07,8441.371,1213.214,0.00016468247999999999
63,1,35,10,1,0,0,1,0.0,0.0,4666.236,0.8433124
542,0,18,11,0,0,0,1,321.3198,0.0,7722.599,0.00051658606
385,0,31,6,0,0,0,1,2666.562,1321.2579999999996,0.0,0.6393539
401,0,32,6,0,1,1,1,979.6334,1036.597,0.0,0.13806494
234,0,29,12,0,0,1,0,15303.83,6932.129,24290.87,0.004467574
325,0,19,9,1,0,0,1,1079.556,2873.468,14344.29,0.0027008718
439,0,22,12,0,0,1,0,12096.51,469.0645,14289.62,0.00070295745
327,0,20,7,0,0,0,1,1902.448,2792.903,6098.578,0.026149936000000002
477,0,22,8,0,0,1,1,105.8004,42.96774,209.8372,0.0027921597999999996
280,0,25,12,0,1,1,0,2266.8720000000008,4361.226,3020.473,0.116110004
196,0,41,5,0,0,1,1,10785.76,11991.58,19451.31,0.008659392
392,0,40,12,0,1,0,0,11867.28,1195.935,3873.121,0.10629405
455,0,16,9,0,0,0,1,411.446,254.2258,1725.985,0.0023668307999999997
605,0,39,2,1,0,1,1,0.0,0.0,964.9555,0.00042283564000000003
304,0,42,7,0,0,1,1,4324.102,3457.113,9856.436,9.331760500000001e-05
87,1,23,8,0,1,0,1,0.0,0.0,3881.284,0.5069385999999999
241,0,29,8,0,0,1,1,9169.369,6352.065,20575.86,0.000826881
33,1,25,11,1,0,1,1,0.0,0.0,1574.424,0.988643
328,0,23,12,0,0,1,0,4954.986,2771.419000000001,0.0,0.007425413499999999
355,0,21,14,0,0,0,0,80.32994000000002,1890.581,6389.69,0.116110004
203,0,28,9,0,0,1,1,11091.41,10357.02,15406.78,0.0010213057000000002
142,1,25,12,1,0,0,0,14426.79,2409.274,0.0,0.9588858
268,0,25,15,0,0,1,0,7386.436,4738.984,12705.49,0.01587146
30,1,24,11,1,0,0,1,0.0,0.0,995.7002,0.99840194
469,0,29,12,0,0,1,0,14641.6,162.9194,9473.705,0.0080027515
288,0,21,12,0,0,0,0,9665.063,4110.581,1687.564,0.007826853
569,0,31,4,0,1,0,1,0.0,0.0,1161.493,0.008128918
513,0,29,13,0,0,1,0,2780.2,0.0,14339.86,0.0009958892
251,0,26,8,0,1,0,1,3168.134,5872.258000000002,11136.15,0.026638785
256,0,46,11,0,0,1,1,14753.28,5299.355,0.0,0.00021931990000000003
393,0,16,9,0,0,0,1,0.0,1188.774,2451.548,0.002603709
165,1,29,12,1,0,0,0,9748.387,4878.937,10976.51,0.9508616
347,0,50,3,0,0,1,1,3136.786,2203.887,13976.34,0.0018617910999999998
596,0,18,10,1,0,0,1,0.0,0.0,5306.516,0.006480408399999999
310,0,31,16,0,0,1,0,25862.32,3254.806,25564.67,0.08810038
72,1,46,13,1,0,0,0,0.0,0.0,647.2046,0.87978894
577,0,17,10,1,0,0,1,0.0,0.0,0.0,0.00064573175
50,1,23,12,1,0,0,0,0.0,0.0,4843.176,0.92273474
591,0,16,10,1,0,0,1,0.0,0.0,1730.418,0.017392779
470,0,17,10,0,0,0,1,0.0,152.1774,10301.23,0.019978587
570,0,19,12,0,1,0,0,0.0,0.0,18573.55,0.008933841
101,1,24,10,1,0,0,1,0.0,0.0,0.0,0.9921708
576,0,16,9,0,1,1,1,0.0,0.0,6821.186,0.00042708678
538,0,19,11,0,0,0,1,540.7576,0.0,3406.16,0.0010092258
474,0,19,10,0,0,0,1,1933.796,112.7903,675.321,0.0026533068
551,0,16,9,0,1,0,1,0.0,0.0,0.0,0.00038299372000000003
109,1,30,11,1,0,0,1,0.0,0.0,0.0,0.8851399999999999
242,0,21,11,0,0,1,1,10679.96,6276.871,10923.35,0.0020992565
262,0,54,12,0,0,0,0,7165.039000000002,5012.903,0.0,0.71308815
487,0,30,10,0,0,1,1,14913.94,0.0,11563.21,0.049283214000000006
157,1,18,9,1,0,0,1,0.0,3287.375,5010.3420000000015,0.99692184
294,0,21,15,0,0,1,0,6951.479,3879.629,0.0,0.0009352459
226,0,22,12,1,0,1,0,9729.719,7372.548000000002,2231.367,0.0019403535
125,1,18,11,0,0,0,1,3678.231,919.5579,4321.705,0.99252534
361,0,19,13,0,0,0,0,2366.794,1709.7579999999996,0.0,0.00014494805
610,0,18,11,0,0,0,1,0.0,0.0,10150.5,0.040973574
482,0,49,14,0,0,1,0,25862.32,0.0,25564.67,0.027329942000000003
590,0,21,15,0,0,0,0,0.0,0.0,0.0,0.008166956
307,0,27,4,0,1,1,1,626.9654,3410.565,3367.739,0.009886617
354,0,25,9,0,0,1,1,23377.97,1901.323,1898.879,0.0010521530000000001
488,0,52,12,0,0,1,0,14780.71,0.0,25564.67,0.00032220972999999996
146,1,19,11,1,0,0,1,2305.026,2615.276,4146.603,0.93485236
600,0,43,6,0,0,1,1,0.0,0.0,0.0,0.00064842333
160,1,21,8,1,0,0,1,989.2678,3695.897,4279.613,0.9462396000000001
25,1,18,10,1,0,0,1,0.0,0.0,11163.17,0.93976927
584,0,27,14,1,0,0,0,0.0,0.0,10122.43,0.0015839685
357,0,39,7,0,0,0,1,7786.126,1844.032,9206.237,0.93256557
263,0,38,8,0,1,1,1,22606.02,4978.887,8720.065,0.048562124000000005
273,0,19,12,0,0,0,0,8530.648000000001,4620.823,0.0,0.023504319
338,0,21,12,0,0,0,0,2903.633,2456.323,4787.834,0.0028213407
527,0,20,10,0,0,0,1,1412.631,0.0,6290.682,0.04104691
292,0,19,12,0,0,1,0,5817.063,3919.016,1066.919,0.06591356
138,1,18,10,1,0,0,1,2143.411,1784.274,11141.39,0.96617824
421,0,27,12,0,0,1,0,4222.22,751.9355,0.0,0.015604311000000001
311,0,27,12,0,0,1,0,4043.927,3231.532,7240.86,0.00015482343999999998
548,0,54,12,0,0,1,0,0.0,0.0,0.0,0.005008996
386,0,46,7,0,0,1,1,19171.43,1317.677,0.0,0.0043435986
397,0,19,8,0,0,1,1,39.18534,1136.855,5327.2040000000015,0.0035591
344,0,28,12,1,0,0,0,6285.328,2255.806,7310.313,0.00034616218
3,1,30,12,1,0,0,0,0.0,0.0,24909.45,0.9517411
236,0,29,6,0,1,1,1,8542.403,6701.177,7196.528,0.031189559
396,0,20,12,0,0,0,0,0.0,1147.597,15554.55,0.0012537236
447,0,20,8,0,0,1,1,621.0876,306.1452,5551.819,0.005215386
69,1,45,5,1,0,1,1,0.0,0.0,8546.715,0.9827632
395,0,28,5,0,1,1,1,10967.98,1178.032,239.3917,0.003433999
284,0,28,12,1,0,0,0,16722.34,4253.806,7314.7469999999985,0.0034238868
359,0,25,12,0,0,1,0,2721.422,1754.516,1037.364,0.00072903384
269,0,37,11,0,1,0,1,615.2098,4713.919,0.0,0.016908563999999997
566,0,21,13,1,0,0,0,0.0,0.0,17941.08,0.0017667689999999998
240,0,33,12,0,0,1,0,10819.07,6369.968000000002,2936.243,0.00040520317
139,1,29,12,1,0,0,0,10881.94,1817.284,0.0,0.9871401
351,0,30,7,0,0,1,1,574.0652,2010.532,366.4762,0.004369282
283,0,20,12,1,0,1,0,2648.929,4273.5,0.0,0.010727958999999999
277,0,22,11,0,0,1,1,8761.841,4463.274,10642.59,0.00023679326
493,0,22,11,1,0,1,1,9049.853,0.0,9088.018,0.12886482
517,0,20,14,0,0,0,0,2210.053,0.0,2813.591,0.0078270305
130,1,20,11,1,0,0,1,3637.498,1220.836,1085.44,0.9983707
219,0,45,8,0,0,1,1,22415.97,7635.726,15931.37,0.0068393713
614,0,16,9,0,0,0,1,0.0,0.0,1495.4589999999996,3.2865653000000004e-05
331,0,43,8,0,0,1,1,18338.74,2674.742,6395.601,0.00058784435
276,0,30,16,0,0,0,0,3093.682,4468.645,15538.29,0.07294637
225,0,40,3,0,1,1,1,7576.485,7426.258000000002,12104.06,0.01454386
272,0,48,7,0,0,1,1,13326.93,4636.935,0.0,0.00105852
407,0,40,12,0,0,1,0,16851.65,961.4032,17717.94,0.0013239628
443,0,18,10,0,0,0,1,0.0,386.7097,0.0,0.008575875
264,0,23,17,0,0,0,0,0.0,4876.839,16747.08,0.00011151678999999998
521,0,20,13,0,0,0,0,1657.54,0.0,913.235,0.0013711988
300,0,20,11,0,0,1,1,5822.941,3532.306,11075.56,0.0005411503400000001
86,1,38,11,1,0,0,1,0.0,0.0,0.0,0.9846674000000001
458,0,32,10,0,0,1,1,4145.809,238.1129,8245.714,0.0019780933
543,0,16,7,0,1,0,1,289.9715,0.0,7515.717,0.0015900091000000001
588,0,48,12,0,0,1,0,0.0,0.0,1491.026,0.0094350735
410,0,18,8,0,1,0,1,0.0,902.3226,1306.31,0.015399538
73,1,18,6,1,0,0,1,0.0,0.0,0.0,0.96923333
119,1,19,10,1,0,0,1,0.0,385.2741,8124.715,0.9489622999999999
554,0,16,8,0,0,0,1,0.0,0.0,0.0,0.040458284
536,0,17,10,0,0,0,1,646.558,0.0,9438.24,0.10653039
113,1,20,12,1,0,0,0,989.2678,165.2077,0.0,0.95649296
491,0,35,13,0,0,0,0,9537.711,0.0,11269.14,0.015134615
238,0,41,15,0,0,1,0,25862.32,6563.323,24647.0,0.00025804085
370,0,18,10,0,0,0,1,0.0,1491.339,237.914,0.0038370374
555,0,16,9,1,0,0,1,0.0,0.0,2158.959,0.000181998
463,0,16,7,1,0,0,1,133.2301,205.8871,6145.865,0.10601979
290,0,21,12,0,0,0,0,2827.222,4056.871,5937.505,0.0003152346
480,0,17,11,0,1,0,1,601.4949,10.74194,1913.656,0.0010276679
532,0,28,8,0,0,1,1,1202.99,0.0,19516.33,0.020710483000000002
340,0,35,8,0,0,1,1,2241.401,2399.032,9460.406,0.004397914
481,0,50,12,0,0,1,0,25862.32,0.0,25564.67,0.0010135513
303,0,20,11,1,0,0,1,0.0,3480.387,5495.665,0.00033467047999999994
382,0,40,10,0,0,1,1,1543.902,1342.7420000000004,0.0,0.001627239
444,0,24,12,0,0,1,0,9051.813,327.629,8547.171,0.0011614165
317,0,23,10,0,0,1,1,15811.28,3145.597,6398.556,0.04313839
275,0,29,10,0,0,1,1,713.1731,4542.048,7781.708,0.0022198828
297,0,28,13,0,0,0,0,5260.6309999999985,3790.113,9253.524,0.013728427
259,0,25,10,0,0,1,1,4335.857,5181.194,12418.81,0.004508618
578,0,38,12,0,0,1,0,0.0,0.0,18756.78,0.008110886
336,0,19,12,0,0,0,0,336.9939,2518.984,7118.209,0.000267416
194,0,38,9,0,1,1,1,16826.18,12029.18,0.0,0.0063209445
426,0,18,12,0,1,0,0,0.0,630.1935,4843.988,0.009243771
321,0,20,11,0,1,0,1,2868.367,2968.355,7403.41,0.053690385
427,0,45,12,0,0,0,0,4473.0059999999985,608.7097,0.0,0.0008958776
515,0,22,16,1,0,0,0,2564.68,0.0,116.7404,0.5303036999999999
424,0,18,11,0,1,0,1,0.0,630.1935,0.0,0.0009108514999999999
35,1,25,12,1,0,0,0,0.0,0.0,3191.753,0.98254997
545,0,55,6,0,0,1,1,111.6782,0.0,0.0,0.00010804317
289,0,47,11,0,0,1,1,23924.61,4096.258,17358.85,0.02787209
486,0,27,12,0,0,1,0,15509.56,0.0,12593.19,0.0054234415
