timestamp,context1,context2,context3,context4,context5,context6,drawn_article,reward,article1,article2,article3,article4,article5,article6,article7,article8,article9,article10,article11,article12,article13,article14,article15,article16,article17,article18,article19,article20,article21
1241162100,22026.465794806718,1.057999647224657,1.0053140698457452,1.0159356392958292,1.125998277539414,18103.12763789727,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241164800,22026.465794806718,1.0441884700131936,1.0000500012500209,18022.387246569222,1.1695861870899198,1.0007002450571767,13,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165100,22026.465794806718,1.849231227460095,1.4142084849595795,1.01117194524133,1.358023046628187,6133.556253820015,33,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163600,22026.465794806718,3.345613216175773,3700.303047470263,1.0041887483851697,1.7708151902073983,1.0005601568292737,11,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165400,22026.465794806718,1.002432954842938,1.0000600018000358,1.0007202592622193,1.0025031276057952,21901.053069197253,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,8247.537912997313,1.2957245023687634,1.7279746497660886,1.180868281894691,1.0101107719123197,23,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241165100,22026.465794806718,74.26353123986092,2.132830562299619,2.2536249304075486,60.59485569799962,1.0183462622207735,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163600,22026.465794806718,252.217043361386,1.5821267717745635,2.5632859253076647,18.45028836677691,1.1671559761163572,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,1.1450519418060066,69.84161251726593,1.006621827995166,233.16351767010426,1.1734874010090908,24,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241164500,22026.465794806718,1.250108065528232,1.0151536699504051,1.036676579815186,1.23643223179069,13541.035220419375,26,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163600,22026.465794806718,1.250108065528232,1.0151536699504051,1.036676579815186,1.23643223179069,13541.035220419375,11,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161500,22026.465794806718,9.073698918407317,1.025807389917483,58.3331183604975,5.888551251963634,6.889234666683164,19,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241164500,22026.465794806718,1.00412849886777,1.0000100000499998,1.0038473822462506,1.0036265601134815,21772.65274405307,22,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163900,22026.465794806718,1.005917439280382,1.0000900040501215,1.0039176540224914,1.0079917650272685,21636.565291344494,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164500,22026.465794806718,1.0312482895013289,1.005686104873824,1.0006602178479238,1.006098520716293,21095.604917112832,11,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162700,22026.465794806718,1.9215458647871344,1.0038473822462506,10.434629141168475,1.2657818569641175,864.5593887606966,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162700,22026.465794806718,1.0690068073678056,1.0004000800106678,1.1559470908016278,1.0479333640965791,17002.573603135206,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,12.354989628716073,345.9381493588681,1.0589734547828946,4.865697128363888,1.000160012800683,27,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163300,22026.465794806718,1.0196199909631638,1.0010005001667084,1.001861730872975,1.0081530566126553,21366.723197799532,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162400,22026.465794806718,1.0436456331586008,1.038274291670469,1.0003800722091465,1.0339537025633472,19652.50322953661,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9.0
1241164800,22026.465794806718,30.414516168942644,2.2166565453905425,1.9744502397823769,165.14766284069032,1.0019619220555378,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161500,22026.465794806718,6.019053373324093,1.0435204031965697,63.92368819720416,49.75395709303545,1.1026319459013376,23,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241161200,22026.465794806718,1.4739855640579198,1.6860356431254409,1.0049019755622093,1.0657513037720103,8275.710023429921,28,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241165400,22026.465794806718,1.002813951750606,1.0000200002000013,1.0007602888731766,1.0015111406240418,21914.635932352616,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162100,22026.465794806718,1.005917439280382,1.0000900040501215,1.0039176540224914,1.0079917650272685,21636.565291344494,30,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241165400,22026.465794806718,28.668243159232432,1.0888803865070829,3.36962007291013,34.98397151916568,5.985620443182851,26,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165700,22026.465794806718,1.0045905042303358,1.0001500112505626,1.0002700364532808,1.0004000800106678,21908.062527632894,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163600,22026.465794806718,5.518466424274463,68.13561109180687,1.0731733425052743,51.65463860731493,1.0567519439306503,33,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163300,22026.465794806718,66.08488156192344,1.4746932469589762,3.068135352392245,62.011509195310666,1.1879391510811244,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163900,22026.465794806718,1.0737530126070691,1.0041084164986172,1.016077880241964,1.0972751826305098,18324.055796543413,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165400,22026.465794806718,13.074058503789804,1.3738403589934107,5.029044470688978,233.0306523352501,1.0464044977290239,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162400,22026.465794806718,158.57536987345344,1.2901519472462022,2.045659026650158,3.5864756241330573,14.674627762865748,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9.0
1241164200,22026.465794806718,2.8707404700612185,1.0011706847170136,17.473929022924626,1.1279253817985608,388.8407979188252,26,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,1.0919553628759264,1.0017314973133262,1.0204156048051758,1.0703331980011797,18437.280353855716,17,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163600,22026.465794806718,1.1021138306533849,1.001531171047158,1.0239216397422293,1.0344501194711044,18839.85779376081,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241160900,22026.465794806718,3.6273777343573537,1.037734529389156,122.04868225291752,47.154526189136206,1.0167283782224692,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163000,22026.465794806718,134.30052329704904,1.1765424380789014,10.187484937110014,8.42918425139542,1.6233468907777753,11,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163000,22026.465794806718,1.6521046160491706,1.0002500312526044,12008.860124057466,1.1073059575979387,1.0023728106699907,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162700,22026.465794806718,133.67613880425964,1.0246488822469852,22.148947977705024,1.9720034388151635,3.681756691129673,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165700,22026.465794806718,1.0099087699588059,1.0000500012500209,1.0155090359203045,1.0028841511841802,21414.21001416196,25,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,1.0772268420521678,1.0013509116602008,1.0063802677448366,1.0054146062794678,20181.063636974453,29,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241161500,22026.465794806718,1.0010305306321678,1.0,1.0000900040501215,1.0000100000499998,22001.369931160807,14,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163000,22026.465794806718,1.1552537305760155,1.3177556179054737,1.0225300528057866,7107.103103227123,1.9909661033501675,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162400,22026.465794806718,1.0162912790029006,1.0,15.10445902654991,1.0011406500469944,1433.278849049482,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9.0
1241163000,22026.465794806718,1.0203237715333024,1.0002200242017747,1.0641751584776449,1.049768853068166,19319.881998311383,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162400,22026.465794806718,5.597723515487914,1.0602025767433545,78.3236812657454,43.84321610463394,1.0808199867017083,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9.0
1241164200,22026.465794806718,252.217043361386,1.5821267717745635,2.5632859253076647,18.45028836677691,1.1671559761163572,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162400,22026.465794806718,1.011940728020165,19952.90448616473,1.0000300004500045,1.0908639533087847,1.0000100000499998,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9.0
1241161200,22026.465794806718,1.0865526740206508,3.6767529053752983,1.0042188744995104,279.7090623686548,19.62884170147425,25,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163000,22026.465794806718,2.0189347079470723,1.030506057968304,61.016846611297396,154.68642449821076,1.1216827352977037,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161200,22026.465794806718,1.6539725494489133,1.0005401458262475,3.144830520037381,1.0629095432294822,3981.8825939575127,18,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241165700,22026.465794806718,1.250108065528232,1.0151536699504051,1.036676579815186,1.23643223179069,13541.035220419375,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163600,22026.465794806718,2.8395341300428885,1.0441989119501032,1.1020146448720531,1.2410030947817734,5431.931181132233,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164200,22026.465794806718,1.0004000800106678,1.0,1.000530140474816,1.0004400968141989,21996.090235966098,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162400,22026.465794806718,1.1269783222985272,1.3011389548310794,1.02796384892577,8650.825250004578,1.6891576960737649,17,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9.0
1241161200,22026.465794806718,22.35030572640944,1.0796749245059845,111.3791336717388,8.167394929928541,1.0034158206642745,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241165400,22026.465794806718,1.0604146384641682,1.0036165238980617,1.0072561995528615,1.0272547985205327,20002.24907572652,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163000,22026.465794806718,1.0451077602952044,1.000160012800683,12216.466087179602,1.7247636041157228,1.0000900040501215,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,2.6189670910952785,4.653408677616963,1.0037068534499816,1.8332860273980884,982.2147786802108,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241162100,22026.465794806718,1.1932849902974678,17597.990528662045,1.000180016200972,1.0487196089246071,1.0,11,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241162700,22026.465794806718,9.278129834182842,1.0555268223835652,270.65095451846884,8.271947739604126,1.00461059624134,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165100,22026.465794806718,1.250108065528232,1.0151536699504051,1.036676579815186,1.23643223179069,13541.035220419375,26,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162100,22026.465794806718,2.0149210228195087,1177.2776785045387,1.0155902798928935,9.140819113541912,1.000240028802304,9,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163600,22026.465794806718,1.0045704126211679,1.0,1.0110202808246596,1.00074027386755,21670.994794359198,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,4.248729512457128,1.4164871944893158,1.8620909071913008,1894.9732474950226,1.037215791819661,16,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163900,22026.465794806718,1294.1507920566125,1.550690010596506,2.2979789057745728,4.344453612730293,1.0993949686685145,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164200,22026.465794806718,13.17235084729251,1.0034158206642745,16.6448356975667,1.0747198253188757,93.16014486240893,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164800,22026.465794806718,1.0043293446514523,1.0000500012500209,1.0019719417248567,1.0027036482827156,21828.025575748976,25,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163900,22026.465794806718,1.0683549120635931,1.0129227867478263,1.2964892053903694,76.4991783307272,205.22152388029943,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161200,22026.465794806718,7.495328801210509,3.3430715160998483,1.0058470275240723,1.120180687029501,780.1607592108487,15,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241162700,22026.465794806718,1.4442064483169292,3508.3811526548834,1.001681411990604,1.299812469719565,3.3388618986055167,25,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165100,22026.465794806718,1.0112932931554883,1.000530140474816,1.0017916030063176,1.0092828205857884,21530.374832846283,26,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162100,22026.465794806718,1.0281900258510832,1.0015111406240418,1.0018016209724376,1.00726627216522,21197.955132632018,9,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241161800,22026.465794806718,1.0282105898572398,1.13660983176791,1.0000200002000013,1.0042791294396105,18766.90077366701,18,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163900,22026.465794806718,6091.502218558431,1.2561230085573512,1.4549041177522564,1.9178600362544207,1.0316608713279936,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163000,22026.465794806718,2208.5688377285073,2.9745417692757674,1.2058322591106847,2.6360985443782208,1.054788212151638,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164200,22026.465794806718,1.0274808194375964,1.0002200242017747,1.061390668836684,1.052596532807054,19184.15582713709,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163600,22026.465794806718,1.0006902381047609,1.0000200002000013,1.0000900040501215,1.0004300924632523,21999.169904170878,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164500,22026.465794806718,9.739209946089813,1.1531530809573696,9.910947953267733,193.0347066615849,1.0251408317689037,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,1.00112062743422,1.0000100000499998,1.0027738399947763,1.0051833875112008,21827.58901960301,19,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241164200,22026.465794806718,3.9763726132124972,1.1144600193182346,10.574442448539042,467.6078419057717,1.0052034913799892,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164500,22026.465794806718,1.0948857281840256,5294.6915326874205,1.0021322700614574,3.7914934818148103,1.0000100000499998,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165400,22026.465794806718,1.0135712648221942,1.0006502112957782,1.00631988674022,1.0188453741617012,21181.850807150026,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164500,22026.465794806718,52.30594313064252,1.5832188159590048,2.436518070853094,102.27855270497696,1.0673191102439896,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163600,22026.465794806718,1.9928185630865445,513.4435030274377,1.0003500612571463,1.0486671742550382,20.520820399790853,26,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161200,22026.465794806718,1.006118642887928,1.000340057806551,1.0017214800484395,1.012507573529786,21577.36224765547,27,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241164200,22026.465794806718,1.1508375711315944,1.0225300528057866,1.0008403528988048,1.0064003955514689,18583.14005551352,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,1.022898229892696,1.005032621310822,1.0011006052218945,1.0179288258335704,21025.05288128133,25,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163300,22026.465794806718,85.49090534063295,1.027819944060496,11.801185588191046,1.2860943626632095,16.516336797312164,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164800,22026.465794806718,128.95067926817677,1.8477339566423967,2.2162575831200537,40.724505011479934,1.0242493470973273,22,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161200,22026.465794806718,1.0280049683021093,1.0000500012500209,10061.18268635826,2.129165246807409,1.0001500112505626,20,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241165400,22026.465794806718,24.05276599197619,78.11327368820976,1.0542714925343284,10.204308162600508,1.0897300445321103,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163300,22026.465794806718,1.250108065528232,1.0151536699504051,1.036676579815186,1.23643223179069,13541.035220419375,14,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165100,22026.465794806718,1.0022425106742867,1.0000200002000013,1.0003100480549656,1.0001900180511432,21965.75656648634,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163300,22026.465794806718,1.4266513715614724,481.6318377045153,1.0042289167384666,28.75121421739311,1.1102664149565653,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162400,22026.465794806718,84.72239750036715,1.2325682491925385,3.606580162704912,56.938401041918134,1.0271520781767836,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9.0
1241161200,22026.465794806718,1.0526070588250125,1.0031449349639103,1.388050160332897,100.4751064698707,149.573812487492,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163900,22026.465794806718,1.000340057806551,1.0,1.000230026452028,1.0002600338029295,22007.971332300807,19,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162400,22026.465794806718,1.0044297826077315,1.0000800032000854,1.001681411990604,1.0046708746854496,21788.98835870087,21,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9.0
1241165400,22026.465794806718,1.45910028118634,11607.421999091594,1.0005501512777328,1.299630508711372,1.0001500112505626,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162700,22026.465794806718,1.0044297826077315,1.0000800032000854,1.001681411990604,1.0046708746854496,21788.98835870087,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164800,22026.465794806718,166.28447060025297,2.614780094240236,2.216833885007664,22.21238464010797,1.0287968369580094,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163600,22026.465794806718,1.0002500312526044,1.0,1.000070002450057,1.0000900040501215,22017.436794902333,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162700,22026.465794806718,1.3271582470853285,1.0284676746389627,6.339627418980597,2515.105424636945,1.0120722888660778,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163900,22026.465794806718,183.3065705345509,3.2413502927280997,1.5946910206335076,22.58215516691248,1.0294348887725469,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164200,22026.465794806718,1.3571134759271566,2.2815841401108683,1.0865635396017188,6533.120633999135,1.002112227616481,22,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164200,22026.465794806718,1.0155395016483657,1.0007202592622193,1.0028440366204294,1.01314565427544,21331.923808194508,25,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165400,22026.465794806718,1.7480309796706373,1.0943165356082654,8.324059029594032,1371.8287737172916,1.008364790985875,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161500,22026.465794806718,1.0025031276057952,1.0006602178479238,1.0000900040501215,1.0024129063843263,21902.14814922748,26,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241165100,22026.465794806718,1.5101062309880695,7057.24480451313,1.0058570860446403,2.054433210643888,1.0001700144508188,25,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241165400,22026.465794806718,2.470449208762407,1.0139564950919422,48.275780694426295,164.09409281876307,1.1100110830454208,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164800,22026.465794806718,322.841018737377,1.6678076841214282,2.1406510248741664,18.134206198826767,1.0538182532459692,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162100,22026.465794806718,1.0013909664977587,1.0000100000499998,1.0008603699060319,1.0003900760598874,21968.172932606376,16,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241163000,22026.465794806718,4.80948495297118,1.244968215659472,1.1587826332952849,3.004226107867749,1056.7146634553103,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241162400,22026.465794806718,2056.6834733395804,1.1171937938719358,2.496450692218977,3.2817276293664936,1.170100918244789,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9.0
1241163900,22026.465794806718,2.1393028394514952,1.0641325923226346,4996.984952335668,1.9362633354857848,1.0000200002000013,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164800,22026.465794806718,271.9939980337096,2.469979868001526,1.7458123894294555,17.65325172285675,1.0638346769068887,11,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161800,22026.465794806718,1.0080119250641684,1.0006402048436978,1.0002100220515435,1.0033556175211469,21759.593070700426,22,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
1241165400,22026.465794806718,424.77516270082543,2.166601909795195,1.3393038981576018,14.881368585388248,1.200838424609157,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164200,22026.465794806718,68.05866133607316,1.9686735675373328,3.006600384208637,54.11384131570993,1.010413850603424,26,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164800,22026.465794806718,1.0161388467437555,1.0025532540153252,1.0050627727417307,1.0982851403078258,19587.365107927937,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241163600,22026.465794806718,491.9366755613218,21.73426396884288,1.0896537660987695,1.875452568192386,1.0080824883686097,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241164500,22026.465794806718,1.0213343922418288,1.0008003200853504,1.6639761344191812,3321.527345672329,3.8989215918966016,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,
1241161500,22026.465794806718,29.23363704848788,1.3895500643084129,14.254034650380369,37.70602892110165,1.0088791881894152,11,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,
